name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
Universitas Muhammadiyah Yogyakarta,M0VEMENBODEtMDM3NC00RDA5LTlFRUYtODM5Nzk5MzU1QjE3,Jl Lingkar Barat Tamantirto Kasihan Bantul Yogyakarta,Kec. Kasihan,0274-387656,rektorat@umy.ac.id,www.umy.ac.id,523,36084,888,25026,985,29310,941,26276,1124,27591,1140,24748,1363,27676,1017,9431
Universitas Sarjanawiyata Tamansiswa,OTFEODg5RjItODY1My00REVELUJFRDgtODRDMUI0QTExRTQ1,"Jalan Kusumanegara No 157, Yogyakarta",Kota Yogyakarta,0274375637,humas@ustjogja.ac.id,www.ustjogja.ac.id,368,13736,327,12629,430,12841,435,12039,482,12978,472,10947,568,11729,475,10737
Universitas Teknologi Yogyakarta,ODcyMEY5MkMtREQyMi00RDU3LUI3MEItNTZDNzJFNUVGREMw,Jalan Ring Road Utara Jombor Sleman,Kab. Sleman,0274-623310,info@uty.ac.id,uty.ac.id,380,15396,462,13234,440,16080,495,13698,566,15371,568,14365,652,15128,536,6078
Universitas Amikom Yogyakarta,QzJERjg3QzMtMUE0RC00RjFBLTlDREYtNERENEY1NzBDQUE1,Jalan Ring Road Utara Condong Catur Depok-Sleman,Kec. Depok,(0274)884-201,amikom@amikom.ac.id,www.amikom.ac.id,575,13708,546,12808,469,13698,402,12297,476,14160,469,13046,480,15207,515,2
Akademi Komunikasi Radya Binatama,REY0N0Q1RDItMTNCMy00OUIzLTkwREYtMDNGQkMxNUQzQTc4,Jalan Raya Janti No. 3/47 Yogyakarta ,Kab. Sleman,0274 4333577,akrb@akrb.ac.id,www.akrb.ac.id,9,265,9,263,9,282,8,276,9,308,9,301,10,340,9,0
Universitas Kristen Artha Wacana,NkQ3NjUyRUEtMjM4MS00ODBBLTk4NDQtQkVDREZDQTA5Q0E4,Jalan Adisucipto 147 Oesapa ,Kec. Kelapa Lima,0380 881584,ukaw_kupang@yahoo.co.id,http://ukaw.ac.id,232,8208,212,7768,213,7979,222,6930,264,7085,219,6159,273,8015,208,437
Sekolah Tinggi Pariwisata Mataram,RjkyQjE1RjctNkRCNy00NzYyLUJFNzItRTYyMTUzQUNEOTRG,Jln. Panjitilar Negara 99X Tanjungkarang Ampenan Mataram    ,Kec. Ampenan,0370633393 / 633394,"stpmataram@hotmail.com, info@stpmataram.ac.id",www.stpmataram.ac.id / www.stpmataram.blogspot.co.id,40,1124,45,1066,65,1354,70,1354,72,1310,65,1285,59,1232,56,1226
Universitas 45 Mataram,MzBFNTM0MDItRUYwOS00Q0Y0LThDNzQtODY1N0I3NDcwMTBE,Jalan Veteran No 10 ,Kota Mataram,0370-631652,Info@upatma.ac.id,www.upatma.ac.id,80,805,65,881,85,878,79,908,97,986,83,1002,102,1078,79,906
Universitas Gunung Rinjani,MUE3QjI0N0EtQ0ZBMy00OEQ5LUI0NzYtODY3QTA0RDc5Nzg1,Jl Raya Mataram lombok Km 50 ,Kec. Suralaga,0376-631621,info@ugr.ac.id, www.ugr.ac.id,77,1751,69,1522,85,1782,74,1495,86,1792,82,1624,77,1854,79,1389
Universitas Samawa,RjU2NTNGNTEtQTQ3Qi00NTk5LUIyNjctMjg4MTk2MDA0MkY2,Jl. Raya Bay Pass Sering Sumbawa Besar - NTB,Kec. Unter Iwes,0371-625848 ; 21236,sumbawaunsa@gmail.com,https://samawa-university.ac.id,216,2117,164,1819,201,1917,170,1867,212,1919,165,1776,210,1907,185,1628
Universitas Muhammadiyah Mataram,RUNCOTg2RTMtRDVDRS00OUE0LTg4QjUtQTg0QkI1QjdFOUY4,Jalan KH Ahmad Dahlan No 1 Pagesangan,Kec. Mataram,0370-633723,ramli.abdul.ghani@gmail.com,http://www.ummat.ac.id/,326,7096,300,6636,351,7657,358,7259,431,8831,390,8293,450,9964,471,7494
Universitas Dwijendra,REY2N0JBMzMtRUM3Mi00QTVBLThFQjQtM0I3ODQwOEFGMTBC,Jalan Kamboja No. 17,Kota Denpasar,0361-224383,universitasdwijendra@yahoo.co.id,www.undwi.ac.id,127,2288,112,2290,124,1840,107,1713,145,1708,119,1672,135,1603,106,1285
Universitas Pendidikan Nasional,NUU1NzQ4NTktOEM1RC00Mzc5LTkwNTItMUMxMUVDRTU4OTY2,Jl. Bedugul No. 39 Sidakarya,Kec. Denpasar Selatan,0361-723868,info@undiknas.ac.id,http://www.undiknas.ac.id,344,5452,303,4845,347,6028,323,5362,325,6310,310,6125,293,6819,296,596
Universitas Warmadewa,MERFQTQ5QjktRENERC00Nzg5LUI3NTktMUNEMzg0Qjc3N0Uy,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,Kec. Denpasar Timur,0361223858,info@warmadewa.ac.id,www.warmadewa.ac.id,617,19166,528,15789,619,16627,607,15209,731,15818,708,15130,783,15705,741,15329
STMIK Bandung Bali,Mzg4RDczNDMtMUFBOC00M0JELTkwQjItODUyRkE2NUY3RDMz,Jalan Tukad Unda No 8 ,Kota Denpasar,085100475740,info@stmikbandungbali.ac.id,www.stmikbandungbali.ac.id,22,250,18,229,20,246,18,204,15,291,16,289,24,236,23,219
Universitas Fajar,Qjc5RjNDNDQtMkRENS00MDE0LThGNTEtOEZDMzk0NkMzNEM4,Jl Racing Centre No 101 ,Kec. Panakukkang,0411-447508-459064, info@unifa.ac.id, www.unifa.ac.id,190,5021,181,4992,208,4572,195,4434,280,4433,233,4268,252,4039,235,4123
Universitas Islam Makassar,NzE2MkYxREYtQjVFNy00REZGLUEzNUEtOUQ1MjNBQUI2N0U0,Jl Perintis Kemerdekaan No 29 ,Kota Makassar,0411-588-167,uimmakassar@uim-makassar.ac.id,www.uim-makassar.ac.id,460,9221,433,8738,590,8003,554,8046,648,9037,580,7497,689,11253,575,7317
Universitas Muhammadiyah Makassar,MTZBOEZEOTItQTAxRi00RkYzLUE5NUItN0NGOTlEODdEQTI2,Jalan Sultan Alauddin No 259 ,Kec. Tamalate,(0411)866972,pdpt091004@unismuh.ac.id,unismuh.ac.id,1112,22238,1039,19334,1201,22796,1156,20436,1405,22619,1276,19017,1527,21471,1303,14633
Universitas Pepabri Makassar,QkMwNzAzNjYtQzA2OC00QzBCLUI2OTMtN0E3Q0Q1QjAyOEY1,Jl. Talasalapang No.51A ,Kota Makassar,0411.8122396,Info@unpepabri.ac.id,www.unpepabri.ac.id,57,347,54,481,53,2554,51,629,48,911,53,856,55,1009,75,686
Universitas Muslim Indonesia,RjhERDBBN0MtQTIwMC00OTg4LUJDNjAtNzg5NTFBRTk1RDFF,Jl. Urip Sumoharjo Km. 05 Makassar,Kec. Panakukkang,(0411) 455666-455696,umi@umi.ac.id,http://www.umi.ac.id/,1773,28274,1691,27514,1896,29823,1822,28731,1962,31545,1840,29411,1994,30636,1796,21813
Universitas Bosowa,RkFDOTE1MkQtMjcyMC00NDk5LTgzN0EtQjMwODdGOEI1NzQ0, Jalan Urip Sumoharjo Km. 4,Kec. Panakukkang, (0411)452901-452 78, info@universitasbosowa.ac.id,https://universitasbosowa.ac.id/,427,7529,408,7100,530,7945,466,7415,575,7632,571,7412,704,8522,489,7963
Universitas Pejuang Republik Indonesia,QTU1MTI3RDMtRTgzNy00OUVBLUJFRTUtRjVENzFGMUJEQTg3,,Kota Makassar,(0411) 8900039,info@upri.ac.id,www.upri.ac.id,161,3618,178,2691,191,3343,193,2059,245,2958,280,2526,253,2148,251,792
Universitas Handayani Makassar,NjE5OEE4MjEtMTdFOS00ODE2LUEyOTAtRUQ3NjREQUI2QUE4,,Kota Makassar,0411-4673395,info@handayani.ac.id,www.handayani.ac.id,0,690,0,693,0,953,0,988,0,1258,0,1276,136,1653,110,1660
STMIK Adhi Guna,Q0FERUQ0MkEtQkQ0MC00QjY0LThGODUtMjhENkZFM0EwQTZE,Jl. Undata No. 03 PALU,Kota Palu,0451-455530,info@stmikadhiguna.ac.id,stmikadhiguna.ac.id,29,980,24,1055,32,1115,26,1020,28,1046,23,926,27,857,29,805
Universitas Alkhairaat,RDJEOUJEOUUtRTAxMS00QkE5LUJFMzItRjAzMTRCRkNGRDFE,Jalan Diponegoro No 39 Palu,Kota Palu,(0451) 461123,rektorat@unisapalu.ac.id,www.unisapalu.ac.id,237,3850,222,3249,273,3309,226,3133,278,3436,250,3236,333,3957,295,2451
Universitas Islam Sultan Agung,NTFDMEQ5MzgtNTBFQi00Q0M4LUI5RUItMjUzNjU4QTU2RTI5,"Jalan Raya Kaligawe Km 4, Terboyo Kulon, Gunuk",Kec. Genuk,(024)6583584,informasi@unissula.ac.id,www.unissula.ac.id,985,17206,1029,15079,1097,16778,1044,15751,1260,17009,1207,16555,1320,17916,1168,12857
Universitas Amikom Purwokerto,MjczQUIyQzctQTk3Ri00QTVFLUFEQzctRjZENDYxOTJFNjA0,,Kab. Banyumas,(0281) 623321,amikom@amikompurwokerto.ac.id,amikompurwokerto.ac.id,104,2750,108,2457,125,2926,121,2673,148,3113,129,2840,150,3481,119,3204
Universitas Muhammadiyah Magelang,QTdEMzc4RUYtMEM0NC00N0E2LTlGRTAtNUY2MTk1RDQzOTk2,Kampus 1 : Jalan Tidar No 21  Kampus 2 : Jl. mayjend Bambang Soegeng KM5 Mertoy,Kec. Martoyudan,0293-326945,humas@unimma.ac.id,www.unimma.ac.id,374,6491,333,6300,364,5866,303,5237,362,5314,343,4744,357,5099,343,4622
Universitas Muhammadiyah Purwokerto,NTZENkQ5QzYtQjE2RC00NzQ0LUFCQTQtMkJGRkEyNTM1OUMy,Jl Raya Dukuhwaluh Po Box 202 ,Kab. Banyumas,0281-636751,sekretariat@ump.ac.id,www.ump.ac.id,247,13497,534,12253,696,14828,634,12912,695,15379,725,13537,847,16201,784,12068
Universitas Muhammadiyah Purworejo,OTk5MUVCNUYtOEMzQi00NERFLThGMEEtMEZBQ0QxMkQ0OTJF,Jalan KH Ahmad Dahlan No 3 ,Kec. Purworejo,0275-321494,info@umpwr.ac.id,www.umpwr.ac.id,253,4007,223,3877,255,3989,227,3933,261,4279,230,4049,269,4569,226,4358
Universitas Muhammadiyah Semarang,RjZFRDM3QjgtQTIzNy00RDAyLUEzQUEtQUZDOTM1Rjg5RkQw,Jalan Kedungmundu Raya 18 Kecamatan Tembalang,Kec. Tembalang,024-76740296,info@unimus.ac.id,http://unimus.ac.id,521,8957,470,8007,543,9602,532,8315,615,10646,629,10278,743,12245,727,11603
Universitas Muhammadiyah Surakarta,NkQxMjQxNDItRTc5OC00RjYyLTg3NEItQ0U0MzVCNTQwOUYx,"Jl. Ahmad Yani, Tromol Pos1,  Pabelan Kartasura, Surakarta",Kec. Kartasura,0271-717417,ums@ums.ac.id,www.ums.ac.id,1046,36433,997,32874,1056,35600,1162,35373,1425,39833,1256,36131,1242,41615,1256,36965
Universitas Katolik Soegijapranata,RTVFNzg2RkItQjhBNy00OUU2LUJBRDgtM0Q4RThFMEE0RUJG,Jalan Pawiyatan Luhur IV/1 ,Kec. Banyumanik,"024-8441555,8505003",kontak@unika.ac.id,www.unika.ac.id,383,9382,380,8404,395,9550,428,9298,444,10192,468,9549,461,10519,444,2591
Universitas Widya Dharma,RUM3REM1NjEtM0EyNy00MzY3LTk4Q0QtRUI0MzBGNjQ1OEYw,Jalan Ki Hajar Dewantara ,Kab. Klaten,(0272)322363,info@unwidha.ac.id,www.unwidha.ac.id,270,2830,254,2418,264,2599,241,2427,324,2385,253,2154,278,2520,245,1066
Universitas Muria Kudus,NUE2N0I5NjQtQ0IzNi00Q0FBLUIyOUItNkRGQ0EyMUJFMEM1,Gondangmanis Bae Po Box 53 Gebog Bae Kudus,Kab. Kudus,0291-438229,muria@umk.ac.id,https://umk.ac.id/,301,11309,290,10807,330,12753,309,11860,327,13868,300,13017,329,14566,321,11937
Universitas Kristen Satya Wacana,NUFBMDBFRjgtMjZDMy00NTk3LTg2ODMtMzhBRDZFMDUyNzdC,Jalan Diponegoro 52-60 ,Kota Salatiga,0298-321212,rektor@uksw.edu,www.uksw.edu,832,17170,624,15447,967,17699,947,16318,1334,19918,1497,15589,2049,19115,2098,17144
Universitas Surakarta,MEM3NUQ5REQtNTQxQy00NjZELUI5M0EtQjI4MDhBMTJEMDA1,Jalan Raya Palur Km 5 ,Kec. Laweyan,0271-825117,info@unsa.ac.id,www.unsa.ac.id,176,6488,166,5939,188,6172,181,4653,204,4454,206,4436,207,4177,205,3478
Universitas Dian Nuswantoro,ODk2ODc5RkUtNUZCRS00QUIwLUE3Q0QtM0ZBRDFFRUUzQ0ZG,Kampus I  : Jalan Imam Bonjol 207 Semarang 50131 Kampus II : Jalan Nakula I No ,Kota Semarang,024-3517261,sekretariat@dinus.ac.id,www.dinus.ac.id,455,14707,492,13876,515,17555,555,15393,620,16550,607,15706,686,17033,622,2030
Universitas Stikubank,OTcxODQyRTktRDM3Ni00NDgxLUE3NzUtQzYxRDVBN0NFMDlE,Jalan Tri Lomba Juang No 1 ,Kota Semarang,024-8311668,info@unisbank.ac.id,www.unisbank.ac.id,327,6536,298,5418,285,5402,265,5048,282,4866,261,4510,254,3834,234,2431
Universitas Veteran Bangun Nusantara,RjlFNEVGQjYtN0ZCMi00NkM4LTkwOTQtRUYyNjFCMEQ2MEY5,Jl Letjen Sujono Humardani No 1 Jombor,Kec. Sukoharjo,0271 593156,univetbantara@yahoo.com,univetbantara.ac.id,276,5882,265,4891,288,5483,246,5186,291,5371,275,4579,346,5598,275,328
Universitas Wahid Hasyim,NDY0QjFGMTctNjM1MS00ODM2LUE3RDEtN0VFRkJEODUwQThE,Jl. Menoreh Tengah X/22 Sampangan,Kota Semarang,0248505680,wahidhasyim@unwahas.ac.id,www.unwahas.ac.id,321,9642,304,8093,339,9412,343,8287,391,8861,383,8313,423,9367,339,1762
Universitas Nahdlatul Ulama Surakarta,NUQxNUZFOEEtQzg5MC00M0VBLTg1M0EtQUMwMTEwNkFFQjI1,Jalan Dr Wahidin 05 VI Penumping Laweyan,Kec. Laweyan,0271-717954,unusurakarta@yahoo.com,www.unu.ac.id,125,1733,107,1648,130,2280,117,2022,114,2182,127,2097,147,2028,120,1989
Universitas Gajayana,RTkwQjhEQTMtMENBNy00NUFBLUI1RTgtRDM0QTc5NjE3OTI2,"Jalan Mertojoyo Blok L, Merjosari Malang",Kec. Lowokwaru,0341-562411,uniga@unigamalang.ac.id,www.unigamalang.ac.id,163,2847,141,2789,133,2793,141,2619,166,2691,135,2549,146,2270,133,2186
Institut Informatika Indonesia Surabaya,NjJCOUQ4M0EtMEFDOS00MDJGLTlGNjMtMzMwQkRDNjNFMzE1,Jalan Raya Sukomanunggal Jaya No. 3,Kec. Sukomanunggal,(031)7346375,kontak@ikado.ac.id,www.ikado.ac.id,43,234,48,229,46,227,40,226,45,223,42,215,44,231,55,218
Universitas Dinamika,MjNBMkI3NDQtNTZBRS00MjNGLUJBQjktNjIyNTY3OTUzRDFD,,Kota Surabaya,031 8721731,official@dinamika.ac.id,dinamika.ac.id,155,1848,142,1702,133,1701,120,1524,133,1470,119,1252,113,1187,123,986
Universitas Islam Malang,RjVDODhGREUtRTlGRS00MTY2LTg2MjktOUFEREZFQUJEQzJF,Jalan Mayjen Haryono No 193 ,Kec. Lowokwaru,(0341) 551932,humas@unisma.ac.id,https://unisma.ac.id/,444,15375,619,14422,671,16363,663,15224,725,16256,709,15331,755,17437,691,9475
Universitas Muhammadiyah Malang,NjM5OUQ3N0QtOEM1NS00REZBLTgwRjgtNzAwMjc1MjMwOTlF,Jalan Raya Tlogomas No 246 ,Kec. Lowokwaru,0341-464318-19,webmaster@umm.ac.id,www.umm.ac.id,890,41512,831,37515,1082,40556,980,39192,1322,41305,1222,36169,1349,41429,1402,37141
Universitas Ma Chung,MkI1QzI4RUItOUI3NC00NUIyLUEyQjgtRDkyRjY1ODhCREVB,Villa Puncak Tidar N-01 ,Kec. Dau,0341-550171,info@machung.ac.id,www.machung.ac.id,113,1558,131,1508,155,1684,133,1532,139,1801,116,1450,118,1777,111,1393
Universitas Merdeka Malang,ODRCMjU0NTUtNkVGQi00RjdDLUIxQjEtRTFEMUNBNEM2QUM4,Jl Terusan Raya Dieng No 62-64,Kec. Sukun,0341-568395,webmaster@unmer.ac.id,http://www.unmer.ac.id,422,10904,471,8548,520,10551,560,10108,545,11966,545,11289,604,12575,590,131
Universitas Muhammadiyah Surabaya,NjBEQzRFNEMtRUQ5MC00REVDLUI2NTQtNTM3NDVGODYyOEEx,Jalan Sutorejo 59 ,Kec. Mulyorejo,031-381-1966,rektorat@um-surabaya.ac.id,www.um-surabaya.ac.id,401,7283,372,6864,527,7633,484,7302,560,7763,509,7072,596,7180,589,2823
Universitas Muhammadiyah Sidoarjo,MjM1RTMzQjAtRTY1Ny00OThCLUIwOTktRUNFRkYwQjQzRjk5,Jalan Mojopahit 666-B Sidoarjo,Kec. Sidoarjo,(031) 8945444,akademik@umsida.ac.id,www.umsida.ac.id,306,14292,359,11564,385,12766,355,12429,433,13454,389,11711,485,12417,405,9402
Universitas Muhammadiyah Gresik,MjlGRTA0MDYtRjI0My00OEIwLTkzQzAtM0EzMTRBRjg3MEJB,Jalan Sumatera No 101 Gresik Kota Baru (GKB) Gresik ,Kec. Kebomas,031-3951414,info@umg.ac.id,www.umg.ac.id,359,6409,329,5903,361,6920,343,6611,404,7315,380,6636,406,7479,361,6814
Universitas Mayjen Sungkono,OTYxRkNFREUtN0ZGNC00RUUxLUJDNzUtOTgwQUUyMjZCODIx,Jalan Irian Jaya No 4 ,Kec. Prajurit Kulon,0321-323143,unimasmjk@gmail.com, unimas.ac.id,93,2534,92,2540,94,3022,81,3011,88,2581,95,2992,101,2890,92,2651
Universitas Muhammadiyah Jember,NDM5REQ0QjAtNjQyRS00MjU2LUE5M0YtMDk3RjQwOTM0Rjc2,Jalan Karimata No 49 ,Kec. Sumbersari,(0331) 336728,kantorpusat@unmuhjember.ac.id,www.unmuhjember.ac.id,454,9614,387,7285,425,8875,426,8293,499,9744,431,8769,550,10375,495,6934
Universitas Islam Majapahit,ODVGRjQ4NTctM0NEMi00ODM3LUJBRDctNTRDOUE1Q0VBQzRF,Jalan Raya Jabon Mojokerto,Kec. Mojoanyar,0321399474,info@unim.ac.id,www.unim.ac.id,171,2461,143,2604,130,2549,137,2320,170,2375,135,2078,143,1855,125,910
Universitas PGRI Banyuwangi,QTM3QzhGNTktOTgxQS00OTM4LTg2NjctNDFFQjY4QkY2QTA0,Jalan Ikan Tongkol No. 22 Kertosari Banyuwangi,Kec. Banyuwangi,0333-4466937, info@unibabwi.ac.id, www.unibabwi.ac.id,131,1557,124,1461,124,1703,117,1665,115,1983,114,1925,125,2283,125,2
Universitas PGRI Semarang,RkM1RTlBOUMtN0U1Ni00RTRELTlGQTItNEFGMjczNTQ5NjUx,Jalan Lontar No 1 Semarang ,Kota Semarang,024-8316377,upgris@upgris.ac.id,www.upgris.ac.id,490,13769,840,12202,650,14888,662,13715,652,14854,520,12714,628,16592,579,10036
Universitas Semarang,NURGMTY2MjEtRTVDRS00RTlFLTkyMUEtMjBFRTVCNTgyODMy,Jalan  Soekarno Hatta ,Kota Semarang,024 6702757,univ_smg@usm.ac.id,www.usm.ac.id,485,22465,497,20383,534,21644,580,20363,590,19340,619,18230,626,19396,617,18142
Universitas Kristen Petra,NUZENDZDQzUtMjgyNi00MjNELTlBRDktOUU1RkU2ODJEOUMz,Jl Siwalankerto 121-131 ,Kec. Wonocolo,"(031)8349040,8494830",info@petra.ac.id,www.petra.ac.id,529,8489,547,7703,636,8088,639,7584,691,7931,704,7261,674,7304,683,6754
Universitas Surabaya,N0M5MzM4RkQtQ0QyRi00QjgwLUIyRUUtMjQxMDYxNUExMzJB,Jalan Ngagel Jaya Selatan 169 Surabaya,Kec. Gubeng,031-2981100,rektorat@unit.ubaya.ac.id,www.ubaya.ac.id,600,11514,578,10067,824,11168,891,10105,869,10610,714,9367,751,9797,731,8519
Universitas Bojonegoro,ODNBQjYxRDktNDU2Mi00NUM2LUEyODEtOEUyQjI2OERDRkIz,Jl Lettu Sujitno No 2 Ds. Kalirejo ,Kec. Bojonegoro,"0353-881984,885444",rektorat@unigoro.ac.id,unigoro.ac.id,102,3208,85,3344,107,3694,90,3103,102,3524,94,3394,105,3768,95,0
Universitas Katolik Darma Cendika,QTE2QUY4MkYtRDMyQy00ODVCLUJDODktOTgyQTc4ODlEMzM3,Jl. DR. Ir. H. Soekarno No. 201 Surabaya 60117,Kec. Sukolilo,031-5946482,info@ukdc.ac.id,www.ukdc.ac.id,73,793,62,775,70,1170,70,771,76,872,81,790,82,905,76,778
Universitas Nahdlatul Ulama Sidoarjo,NTYxMkU5RDktNkRGMy00QUMzLUEzOTItMEJDMUMwNjZFOTFF,Jalan Monginsidi Dalam Kav. DPR Sidoklumpuk Sidoarjo,Kec. Sidoarjo,(031)8079900/8949736,unu@unusida.ac.id,www.unusida.ac.id,98,1725,71,1753,93,1986,84,1985,92,2461,87,2342,123,2421,101,1165
Universitas Katolik Widya Mandala Surabaya,RDZGM0Q5REUtODU3RS00RUZBLUIwN0EtNEIwNkNGODQwNjBE,Jalan Dinoyo No 42-44 ,Kec. Tegal Sari,031-5678478,pr-office@ukwms.ac.id,www.ukwms.ac.id,535,7451,451,6815,429,7374,476,6527,721,6944,650,5705,671,6204,587,5092
Universitas Wijaya Kusuma Surabaya,RDQzRTQ0N0ItM0I1Ri00QTE5LUI3RDItQkQyOTg1NTlERUYx,Jalan Dukuh Kupang XXV No 54 ,Kec. Dukuh Pakis,031 5677577,info@uwks.ac.id,www.uwks.ac.id,507,8472,459,7924,435,9113,450,6410,494,7469,466,6826,522,8127,500,7528
Universitas Islam Lamongan,OUIyMkZDMDctQUMwRS00RUQ5LUE2RUQtMDlEMEIwRTdFNjAx,Jalan Veteran 53A Lamongan Jawa Timur ,Kec. Lamongan,"0322-324706, 322158",info@unisla.ac.id,www.unisla.ac.id,288,5404,272,5692,307,6050,262,5989,306,6015,305,5907,324,5670,288,5738
Universitas Islam Balitar,Q0ZCOTExNTItQjc2NS00MTczLThCMTAtMzQ1NjU2NEQ0RTIx,Jalan Majapahit No 4 ,Kec. Sanan Wetan,0342-813145,lembaga@unisbablitar.ac.id, www.unisbablitar.ac.id,154,3606,162,3866,173,3633,202,3466,209,3711,199,4439,219,4257,201,3773
